images	prices	screens	os	front_cams	back_cams	cpus	rams	memories	batteries	urls	companies
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/11/25/637102754985154642_samsung-galaxy-fold-den-dd.png
	50.000.000	Chính 7.3, Super AMOLED, Full HD+, 2152 x 1536 Pixels	android 9.0 (pie)	10	12	1 nhân 2.84 GHz	12	512	4380	https://fptshop.com.vn/dien-thoai/samsung-galaxy-fold	samsung
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037687757921048_11-pro-max-chung.png
	43.990.000	6.5	ios 13	12	12	Apple A13 Bionic	4	512	Lâu hơn iPhone Xs Max 5h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-max-512gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037672773372121_11-pro-chung.png
	40.990.000	5.8	ios 13	12	12	Apple A13 Bionic	4	512	Lâu hơn iPhone Xs 4h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-512gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037687757921048_11-pro-max-chung.png
	37.990.000	6.5	ios 13	12	12	Apple A13 Bionic	4	256	Lâu hơn iPhone Xs Max 5h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-max-256gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037672773372121_11-pro-chung.png
	34.990.000	5.8	ios 13	12	12	Apple A13 Bionic	4	256	Lâu hơn iPhone Xs 4h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-256gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037687757921048_11-pro-max-chung.png
	33.990.000	6.5	ios 13	12	12	Apple A13 Bionic	4	64	Lâu hơn iPhone Xs Max 5h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-max-64gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/8/1/637002351614380313_636749593270587915_iphoneXS-1o.png
	32.990.000	6.5	ios 12	7	12	Apple A12 Bionic	4	256	Lâu hơn iPhone X 1,5h	https://fptshop.com.vn/dien-thoai/iphone-xs-max-256gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037672773372121_11-pro-chung.png
	30.990.000	5.8	ios 13	12	12	Apple A13 Bionic	4	64	Lâu hơn iPhone Xs 4h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-64gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/8/8/637008693100566121_SS-note-10-pl-dd-1.png
	26.990.000	6.8	android 9.0 (pie)	10	12	Exynos 9825 (7 nm)	12	256	4,300	https://fptshop.com.vn/dien-thoai/samsung-galaxy-note-10-plus	samsung
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/10/12/636749593270587915_iphoneXS-1o.png
	26.990.000	6.5	ios 12	7	12	Apple A12 Bionic	4	64	Lâu hơn iPhone X 1,5h	https://fptshop.com.vn/dien-thoai/iphone-xs-max-64gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037651956109900_11-chung.png
	25.990.000	6.1	ios 13	12	12	Apple A13 Bionic	4	256	Lâu hơn iPhone XR 1h	https://fptshop.com.vn/dien-thoai/iphone-11-256gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/8/1/637002351614380313_636749593270587915_iphoneXS-1o.png
	24.990.000	5.8	ios 12	7	12	Apple A12 Bionic	4	64	Lâu hơn iPhone X 30'	https://fptshop.com.vn/dien-thoai/iphone-xs-64gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037651956109900_11-chung.png
	23.990.000	6.1	ios 13	12	12	Apple A13 Bionic	4	128	Lâu hơn iPhone XR 1h	https://fptshop.com.vn/dien-thoai/iphone-11-128gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/8/9/637009484555889036_SS-note-10-dd-1.png
	22.990.000	6.3	android 9.0 (pie)	10	12	Exynos 9825 (7 nm)	8	256	3,500	https://fptshop.com.vn/dien-thoai/samsung-galaxy-note-10	samsung
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/3/27/636892989263453762_huawei-p30-pro-dd.png
	22.990.000	6.47	android™ 9.0 + emui 9.1	32	40	HUAWEI Kirin 980	8	256	4200	https://fptshop.com.vn/dien-thoai/huawei-p30-pro	huawei
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/2/21/636863616938548520_ss-galaxy-s10-plus-daidien.png
	22.990.000	6.4	android 9.0 (pie)	10	12	Exynos 9820 8 nhân 64-bit	8	512	4100	https://fptshop.com.vn/dien-thoai/samsung-galaxy-s10-plus-8-512gb	samsung
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/20/636703736253920068_note9-1o-den.png
	22.990.000	6.4	android 8.1 (oreo)	8	212	Exynos 9810 8 nhân 64 bit	6	128	4000	https://fptshop.com.vn/dien-thoai/samsung-galaxy-note-9	samsung
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/2/21/636863616938548520_ss-galaxy-s10-plus-daidien.png
	22.990.000	6.4	android 9.0 (pie)	10	12	Exynos 9820 8 nhân 64-bit	8	128	4100	https://fptshop.com.vn/dien-thoai/samsung-galaxy-s10-plus-8-128gb	samsung
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037651956109900_11-chung.png
	21.990.000	6.1	ios 13	12	12	Apple A13 Bionic	4	64	Lâu hơn iPhone XR 1h	https://fptshop.com.vn/dien-thoai/iphone-11-64gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/24/636471207542719059_1o.png
	19.990.000	Super Retina HD, 2436 x 1125 pixel	ios 11	7	12	Apple A11 Bionic	3	64	2716	https://fptshop.com.vn/dien-thoai/iphone-x	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/11/25/637102754985154642_samsung-galaxy-fold-den-dd.png
	50.000.000	Chính 7.3, Super AMOLED, Full HD+, 2152 x 1536 Pixels	android 9.0 (pie)	10	12	1 nhân 2.84 GHz	12	512	4380	https://fptshop.com.vn/dien-thoai/samsung-galaxy-fold	samsung
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037687757921048_11-pro-max-chung.png
	43.990.000	6.5	ios 13	12	12	Apple A13 Bionic	4	512	Lâu hơn iPhone Xs Max 5h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-max-512gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037672773372121_11-pro-chung.png
	40.990.000	5.8	ios 13	12	12	Apple A13 Bionic	4	512	Lâu hơn iPhone Xs 4h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-512gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037687757921048_11-pro-max-chung.png
	37.990.000	6.5	ios 13	12	12	Apple A13 Bionic	4	256	Lâu hơn iPhone Xs Max 5h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-max-256gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037672773372121_11-pro-chung.png
	34.990.000	5.8	ios 13	12	12	Apple A13 Bionic	4	256	Lâu hơn iPhone Xs 4h	https://fptshop.com.vn/dien-thoai/iphone-11-pro-256gb	iphone
https://images.fpt.shop/unsafe/fit-in/192x192/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/9/11/637037687757921048_11-pro-max-chung.png
